Group,Organization,Closing_Code,Type_of_Submission,Impact_Summary,Activity,Day_Time_MW,Outage_Duration,Headline_Description,Closing_Type,Prime_Element,ITIL_Severity,SRED
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts77.lndn_md 33
cmts78.wlfdle_md 8
cmts78.wlfdle_md 14
cmts81.ktgc_md 36
cmts82.mtnk_md 29
cmts82.slnt_md 9
cmts82.ym_md 13
cmts84.ktgc_md 25
cmts84.slnt_md 14
cmts85.hnsn_md 7
cmts85.mtnk_md 10
cmts85.ym_md 37
cmts86.bloor_md 34
cmts86.bloor_md 18
cmts86.slnt_md 2
cmts86.wlfdle_md 42
cmts88.slnt_md 33
cmts89.mtnk_md 1
cmts92.bloor_md 30
cmts92.lndn_md 28
cmts93.lndn_md 17

",No Issues,CMTS,P2,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtmk
cmts77.mtmk
cmts78.mtmk
cmts79.mtmk
cmts80.mtmk
cmts81.mtmk
cmts82.mtmk
cmts83.mtmk
cmts84.mtmk
cmts76.mtwd
cmts78.mtwd
cmts79.mtwd
cmts80.mtwd
cmts81.mtwd
!
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.hnsn
cmts77.hnsn
cmts78.hnsn
cmts79.hnsn
cmts80.hnsn
cmts81.hnsn
cmts82.hnsn
cmts83.hnsn
cmts84.hnsn
cmts85.hnsn
cmts86.hnsn
cmts87.hnsn
!
cmts76.orvl
cmts76.orvl",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts76.agnt_md 11
cmts76.ajax_md 13
cmts78.ajax_md 34
cmts79.ajax_md 38
cmts84.ajax_md 25
cmts77.basp_md 40
cmts85.bloor_md 9
cmts86.bloor_md 17
cmts87.bloor_md 5
cmts87.bloor_md 6
cmts87.bloor_md 9
cmts77.clwd_md 34
cmts76.cmbr_md 24
cmts76.cmbr_md 42
cmts78.cmbr_md 30
cmts80.cmstk_md 24
cmts82.cmstk_md 41
cmts90.cmstk_md 13
cmts77.dupt_md 48
cmts82.dupt_md 45
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts83.dupt_md 23
cmts84.dupt_md 31
cmts76.etob_md 6
cmts83.etob_md 23
cmts83.etob_md 25
cmts85.etob_md 22
cmts86.etob_md 2
cmts76.flfrd_md 18
cmts78.flfrd_md 20
cmts78.glph_md 3
cmts81.glph_md 4
cmts80.ktgc_md 29
cmts81.ktgc_md 34
cmts82.lndn_md 14
cmts84.lndn_md 24
cmts85.lndn_md 11
cmts86.lndn_md 2
cmts76.mtbo_md 38
cmts84.mtmc_md 15
cmts76.kwkw_md 7
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.lndn
cmts77.lndn
cmts78.lndn
cmts79.lndn
cmts80.lndn
cmts81.lndn
cmts82.lndn
cmts83.lndn
cmts84.lndn
cmts85.lndn
cmts86.lndn
cmts87.lndn
cmts88.lndn
cmts89.lndn
cmts90.lndn
cmts91.lndn
cmts92.lndn
cmts94.lndn
cmts95.lndn

",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtmc
cmts77.mtmc
cmts78.mtmc
cmts79.mtmc
cmts80.mtmc
cmts81.mtmc
cmts82.mtmc
cmts83.mtmc
cmts84.mtmc
cmts85.mtmc
cmts86.mtmc
cmts87.mtmc
cmts88.mtmc


",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,Other,OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts78.mtnk_md 28
cmts85.mtnk_md 21
cmts84.mtmk_md 13
cmts80.mtnk_md 15
cmts78.mtnk_md 36
cmts90.mtnk_md 25
cmts77.mtmk_md 45
cmts77.mtmk_md 40
cmts76.mtmk_md 36
cmts85.mtnk_md 1
cmts79.mtnk_md 46
cmts84.mtnk_md 27
cmts80.mtmk_md 25
cmts78.mtmk_md 2
cmts85.mtnk_md 28
cmts88.mtnk_md 3
cmts80.mtnk_md 30
cmts82.mtnk_md 21
cmts76.mtnk_md 35
",No Issues,CMTS,P3,1
Management and Control Networks,Network Management and Ops,Completed,Corrective,Other,Software Upgrade,MW,60.0,"Headline: RPD#3 OS Upgrade version casa_rphy_ofdma-8.6.1.5-873e

Description: To upgrade RPD to the latest OS version casa_rphy_ofdma-8.6.1.5-873e",No Issues,CMTS,P3,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtnk
cmts77.mtnk
cmts78.mtnk
cmts79.mtnk
cmts80.mtnk
cmts81.mtnk
cmts82.mtnk
cmts83.mtnk
cmts84.mtnk
cmts85.mtnk
cmts86.mtnk
cmts87.mtnk
cmts88.mtnk
cmts89.mtnk
cmts90.mtnk
",No Issues,CMTS,P2,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.agnt
cmts78.agnt
cmts76.ajax
cmts77.ajax
cmts78.ajax
cmts79.ajax
cmts81.ajax
cmts82.ajax
cmts84.ajax
cmts85.ajax
cmts87.ajax
cmts88.ajax
cmts76.baal
cmts77.baal
cmts76.baol
cmts76.basp
cmts77.basp
cmts76.bawk
cmts77.bawk
cmts78.bawk
cmts76.bloor
cmts77.bloor
cmts78.bloor
cmts79.bloor
cmts80.bloor
cmts82.bloor
cmts83.bloor
cmts84.bloor
cmts85.bloor
cmts86.bloor
cmts88.bloor
cmts89.bloor
cmts90.bloor
cmts92.bloor
cmts76.brntfd
cmts77.brntfd
cmts78.brntfd
cmts79.brntfd
cmts76.clwd
cmts77.clwd
cmts78.clwd
cmts76.cmbr
cmts77.cmbr
cmts78.cmbr
cmts76.cmstk
cmts77.cmstk
cmts78.cmstk
cmts79.cmstk
cmts80.cmstk
cmts81.cmstk
cmts82.cmstk
cmts83.cmstk
cmts84.cmstk
cmts86.cmstk
cmts87.cmstk
cmts76.dupt
cmts77.dupt
cmts79.dupt
cmts81.dupt
cmts82.dupt
cmts83.dupt
cmts84.dupt
cmts86.dupt
cmts89.dupt
cmts90.dupt
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Cancelled,Normal,Other,OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts78.mtnk_md 28
cmts85.mtnk_md 21
cmts84.mtmk_md 13
cmts80.mtnk_md 15
cmts78.mtnk_md 36
cmts90.mtnk_md 25
cmts77.mtmk_md 45
cmts77.mtmk_md 40
cmts76.mtmk_md 36
cmts85.mtnk_md 1
cmts79.mtnk_md 46
cmts84.mtnk_md 27
cmts80.mtmk_md 25
cmts78.mtmk_md 2
cmts85.mtnk_md 28
cmts88.mtnk_md 3
cmts80.mtnk_md 30
cmts82.mtnk_md 21
cmts76.mtnk_md 35
",Other,CMTS,P3,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak


cmts92.bloor
cmts93.bloor
cmts76.dupt
cmts77.dupt
cmts78.dupt
cmts79.dupt
cmts80.dupt
cmts81.dupt
cmts82.dupt
cmts83.dupt
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak


cmts84.dupt
cmts85.dupt
cmts86.dupt
cmts87.dupt
cmts88.dupt
cmts89.dupt
cmts90.dupt
cmts76.ym
cmts77.ym
cmts78.ym
",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak

cmts79.ym
cmts80.ym
cmts81.ym
cmts82.ym
cmts83.ym
cmts84.ym
cmts85.ym
cmts86.ym
cmts87.ym
cmts88.ym
",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak

cmts89.ym
cmts90.ym
cmts91.ym
cmts92.ym
cmts76.agnt
cmts77.agnt
cmts78.agnt
cmts76.ajax
cmts77.ajax
cmts78.ajax
",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: Highest utilization of upstream based on 1 week average peak

cmts79.wlfdlemd1712/12
cmts78.slntmd3910/6
cmts85.slntmd912/8
cmts91.wlfdlemd379/8
cmts76.rchrdmd1512/14
cmts81.mtmcmd2711/2
cmts82.nmktmd3012/14
cmts79.nmktmd3410/1
cmts77.slntmd412/3
cmts81.etobmd4410/12
cmts77.prmd2510/3
cmts83.slntmd3213/6
!
cmts83.mtmcmd113/1
cmts79.rchrdmd2211/5
cmts79.mtmcmd413/3
cmts79.nmktmd2811/10
cmts76.mtmkmd1412/5
cmts83.mtmcmd513/9
cmts76.cmstkmd2911/4
cmts79.slntmd4110/8
cmts86.wlfdlemd3111/5
cmts82.slntmd512/4
cmts83.ymmd3011/5
cmts76.grnsbrmd213/1
cmts90.slntmd3510/2
cmts76.wdstckmd2412/7
cmts83.slntmd4210/9
cmts90.slntmd3013/4
cmts85.slntmd112/0
cmts78.slntmd4713/8
cmts76.uticmd1513/14
cmts78.prmd913/8
cmts80.nmktmd1512/2
cmts77.nmktmd1912/8
cmts81.mtmcmd213/1
cmts76.uticmd3311/8
cmts85.slntmd512/4
cmts76.uticmd1613/15
cmts81.wlfdlemd1512/4
cmts82.mtmcmd399/13
cmts76.slntmd3011/13
cmts76.slntmd2711/10
cmts76.uticmd1013/9
cmts79.prmd2810/11
cmts77.prmd3012/15
cmts77.nmktmd2811/6
",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Software Upgrade,MW,60.0,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",Line Card Conversion 3W1N,MW,5.0,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: Highest utilization of upstream based on 1 week average peak

cmts79.ajax
cmts80.ajax
cmts81.ajax
cmts82.ajax
cmts83.ajax
cmts84.ajax
cmts85.ajax
cmts86.ajax
cmts87.ajax
cmts88.ajax
",No Issues,CMTS,P1,1
IP and Network Configuration Mgmt,Network Management and Ops,Completed,Normal,Other,OFDMA Upstream Enablement,MW,5.0,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts76.slnt md30 us11/13
cmts76.slnt md27 us11/10
cmts77.slnt md4 us12/3
cmts77.slnt md11 us12/10
cmts78.slnt md39 us10/6
cmts78.slnt md47 us13/8
cmts79.slnt md41 us10/8
cmts82.slnt md5 us12/4
cmts82.slnt md9 us12/8
cmts83.slnt md32 us13/6
cmts83.slnt md36 us10/3
cmts83.slnt md42 us10/9
cmts84.slnt md33 us13/14
",No Issues,CMTS,P3,1
